SEGMENTID,STREET,DIRECTION,FROM_STREET,TO_STREET,LENGTH, STREET_HEADING, COMMENTS,START_LONGITUDE, START_LATITUDE,END_LONGITUDE, END_LATITUDE, CURRENT_SPEED, LAST_UPDATED
458,95th,EB,Woodlawn,Stony Island,0.49,E,,-87.59473455,41.72200254,-87.58510902,41.7222049,33,40:17.0
1231,Halsted,NB,Addison,Irving Park,0.5,N,,-87.649296,41.947316,-87.649509,41.954562,18,40:27.0
979,Pershing,WB,Dr Martin L King Jr,State,0.54,E,,-87.61699842,41.82407853,-87.62644842,41.82401853,-1,40:27.0
805,Stony Island,NB,63rd,59th,0.5,S,,-87.58625452,41.7806524,-87.58647548,41.78787961,20,40:22.0
174,55th,WB,Western,California,0.5,W,,-87.68404039,41.79401379,-87.69379657,41.79382802,28,40:03.0
243,Roosevelt,WB,Clark,Jefferson,0.6,W,,-87.6304337,41.86751119,-87.64218638,41.86735687,-1,40:12.0
1202,Halsted,NB,87th,83rd,0.5,S,,-87.643376,41.736073,-87.643641,41.743359,35,40:21.0
509,Archer,WB,Central,Austin,0.51,S,,-87.76240058,41.79584859,-87.77208033,41.79434225,27,40:19.0
422,79th,WB,Woodlawn,Cottage Grove,0.5,E,,-87.5954122,41.75144965,-87.60518815,41.75139002,24,40:07.0
244,Roosevelt,WB,Lake Shore Dr,Clark,0.6,E,,-87.61896004,41.86764006,-87.6304337,41.86751119,17,40:12.0
817,Stony Island,SB,57th,59th,0.25,S,,-87.58690096,41.79157095,-87.58684211,41.78788199,20,40:23.0
301,Irving Park,WB,Harlem,Oriole,0.5,W,IDOT Signals Possible,-87.80725968,41.95290009,-87.81706475,41.95268135,32,40:13.0
560,Cermak,WB,Michigan,State,0.07,E,,-87.623818,41.852991,-87.62705176,41.85299865,-1,40:13.0
938,Milwaukee,SE,Diversey,Fullerton,0.79,N,,-87.71243366,41.93195317,-87.70059031,41.92479169,16,40:24.0
90,Pulaski,SB,Diversey,Fullerton,0.5,N,,-87.72722994,41.93179327,-87.72701975,41.92448687,-1,40:06.0
1301,Jackson,EB,Wacker,Michigain,0.63,W,Oneway EB,-87.636914,41.878077,-87.624306,41.87828,18,40:27.0
584,Lake Shore Dr,NE,Roosevelt,Balbo,0.41,N,,-87.61867114,41.8674651,-87.61712898,41.87325521,-1,40:10.0
545,Cermak,EB,State,Michigan,0.07,E,,-87.62705478,41.85272424,-87.623799,41.85266505,22,40:12.0
970,Pershing,EB,Dan Ryan Expy,State,0.38,W,,-87.63050842,41.82371453,-87.62644842,41.82381853,23,40:25.0
738,Milwaukee,NW,Diversey,Belmont,0.78,N,,-87.71206618,41.93195118,-87.72376658,41.93914055,23,40:21.0
1255,Halsted,SB,Roosevelt,16th,0.5,S,,-87.647109,41.867152,-87.646897,41.859912,20,40:28.0
886,Lake Shore Dr,NE,57th,55th,0.2,N,,-87.58011787,41.79241663,-87.57900828,41.79521804,27,40:24.0
804,Stony Island,NB,67th,63rd,0.5,S,,-87.58603448,41.77334985,-87.58625452,41.7806524,24,40:22.0
812,Stony Island,SB,75th,79th,0.5,S,,-87.5861129,41.75878558,-87.58594326,41.75152086,-1,40:23.0
637,Cicero,SB,51st,55th,0.51,S,,-87.74317004,41.80034194,-87.74216149,41.79303709,29,40:16.0
648,Cicero,SB,Fullerton,Armitage,0.5,N,,-87.74645229,41.9242323,-87.74629623,41.91693199,26,40:16.0
903,Michigan,NB,16th,Roosevelt,0.49,S,,-87.62377822,41.860205,-87.62392868,41.86745208,20,40:20.0
440,79th,EB,Kostner,Pulaski,0.5,W,,-87.73160661,41.74920383,-87.72188413,41.74939651,-1,40:07.0
502,Archer,EB,California,Western,0.64,S,,-87.69448555,41.81986336,-87.68489602,41.82587891,26,40:19.0
760,Grand,WB,Lake Shore Dr,Columbus,0.3,E,Oneway,-87.61421797,41.89189994,-87.62020376,41.89179849,18,40:21.0
184,87th,EB,Pulaski,Central Park,0.49,W,IDOT Signals Possible,-87.72145796,41.73471807,-87.71199533,41.73488423,33,40:03.0
143,Ashland,SB,47th,51st,0.5,S,,-87.66515591,41.80860551,-87.66495985,41.80131928,-1,40:02.0
1037,Wacker,WB,State,LaSalle,0.23,E,,-87.62797349,41.88695087,-87.63248289,41.88706643,27,40:22.0
347,Western,NB,31st,Cermak,0.9,S,,-87.68503933,41.83907298,-87.68545675,41.85203087,29,40:08.0
769,Harlem,NB,Belmont,Addison,0.5,N,,-87.80654434,41.93798727,-87.80682109,41.94526297,-1,40:21.0
1026,Wacker,NB,Lake,Franklin,0.11,N,,-87.63678817,41.88572358,-87.63525959,41.88685414,25,40:21.0
253,87th,EB,Kedzie,California,0.51,W,IDOT Signals Possible,-87.70209787,41.73508337,-87.69220076,41.73524551,29,40:14.0
1210,Halsted,NB,55th,51st,0.5,S,,-87.64497,41.794301,-87.645156,41.801585,-1,40:21.0
331,Western,NB,95th,91st,0.5,S,IDOT Signals Possible,-87.68187204,41.72093828,-87.68211649,41.72822864,15,40:08.0
717,Dr Martin L King Jr,SB,31st,35th,0.51,S,,-87.61747008,41.8384235,-87.61733714,41.83110306,20,40:17.0
1213,Halsted,NB,43rd,Pershing,0.5,S,,-87.645535,41.816184,-87.645736,41.823458,31,40:29.0
863,Illinois,EB,Michigan,Columbus,0.2,E,Oneway,-87.62412896,41.89093361,-87.62022542,41.89100359,17,40:24.0
847,Harlem,SB,Pratt,Devon,0.46,N,,-87.80688836,42.00446642,-87.80698096,41.99777612,-1,40:23.0
61,Pulaski,SB,99th,103rd,0.5,S,IDOT Signals possible in this segment,-87.72137437,41.71317476,-87.72115711,41.70590579,32,40:05.0
405,Western,SB,Lawrence,Montrose,0.5,N,,-87.68909043,41.96861596,-87.68886682,41.96131388,15,40:09.0
839,Harlem,SB,Diversey,Grand,0.47,N,,-87.80665298,41.93081387,-87.80642863,41.92399357,25,40:23.0
133,Ashland,SB,91st,95th,0.5,S,,-87.66303474,41.72848324,-87.66286655,41.72121624,33,40:01.0
185,87th,EB,Central Park,Kedzie,0.5,W,IDOT Signals Possible,-87.71199533,41.73488423,-87.70209787,41.73508337,29,40:03.0
898,Michigan,NB,31st,26th,0.5,S,,-87.62305669,41.83834404,-87.62343743,41.84564219,27,40:20.0
846,Harlem,SB,Devon,Peterson,0.54,N,,-87.80698096,41.99777612,-87.80706388,41.98997995,25,40:23.0
783,Peterson,WB,Cicero,Edens Expy,0.12,W,,-87.74832465,41.99003672,-87.75066593,41.99029771,28,40:22.0
69,Pulaski,SB,63rd,67th,0.5,S,,-87.72301001,41.77866116,-87.72282592,41.77137688,29,40:05.0
161,Ashland,SB,Addison,Belmont,0.5,N,,-87.66904192,41.94699118,-87.66884544,41.93969756,20,40:02.0
994,Touhy,EB,Oriole,Harlem,0.5,W,,-87.81632773,42.01132191,-87.80657824,42.01157945,-1,40:27.0
337,Western,NB,71st,67th,0.5,S,,-87.68305942,41.76470118,-87.68326095,41.77197658,12,40:08.0
621,Lake Shore Dr,SE,Division,Oak St,0.32,N,,-87.62465465,41.90399833,-87.61989328,41.90098105,-1,40:15.0
29,Pulaski,NB,67th,63rd,0.5,S,,-87.72239278,41.77137298,-87.72264588,41.77865726,28,40:04.0
877,LaSalle,EB,Stockton,Lake Shore Dr,0.28,W,,-87.63154404,41.91325099,-87.62683191,41.91285099,-1,40:24.0
136,Ashland,SB,79th,83rd,0.5,S,,-87.66362058,41.75035815,-87.66343476,41.74307783,20,40:01.0
34,Pulaski,NB,47th,43rd,0.5,S,,-87.72340323,41.80788265,-87.7237478,41.81519452,27,40:05.0
421,79th,WB,Cottage Grove,Dr Martin L King Jr,0.5,E,,-87.60518815,41.75139002,-87.61491024,41.75128856,25,40:07.0
696,Dr Martin L King Jr,NB,43rd,Pershing,0.5,S,,-87.61659937,41.81663449,-87.61680513,41.82382469,-1,40:17.0
397,Western,SB,Milwaukee,North Ave,0.45,N,,-87.68757241,41.91680646,-87.68740438,41.9103219,23,40:09.0
499,Archer,EB,Pulaski,47th,0.62,S,,-87.72348478,41.80218419,-87.71403721,41.80776121,27,40:19.0
548,Cermak,WB,Central Park,Pulaski,0.5,W,,-87.71500283,41.8517758,-87.72485396,41.85172956,27,40:12.0
689,Dr Martin L King Jr,NB,71st,67th,0.5,S,,-87.61511451,41.76571256,-87.61523373,41.77294678,26,40:16.0
624,Cicero,NB,Armitage,Fullerton,0.5,N,,-87.74592882,41.91693011,-87.74608485,41.92423042,-1,40:15.0
533,Cermak,EB,Pulaski,Central Park,0.5,W,,-87.72485655,41.85145514,-87.71500547,41.85150139,25,40:12.0
222,Roosevelt,EB,Western,Damen,0.5,W,,-87.6860398,41.86647534,-87.6762511,41.86661737,16,40:11.0
2,55th,EB,Central Park,Kedzie,0.5,W,,-87.71360715,41.79314055,-87.70355542,41.7933767,18,40:04.0
298,Irving Park,EB,Clarendon,Lake Shore Dr,0.25,W,,-87.6497013,41.95442403,-87.64456452,41.95452032,16,40:13.0
378,Western,SB,67th,71st,0.5,S,,-87.68362752,41.77197865,-87.68342595,41.76470325,25,40:09.0
515,Archer,WB,Kedzie,47th,0.66,S,,-87.7042579,41.81426355,-87.71403459,41.80803564,25,40:19.0
1134,Cicero,SB,Roosevelt,Cermak,1.016147694,S,Outside City Limits,-87.7449852,41.86596274,-87.74443372,41.85124519,25,40:29.0
1295,State,SB,Wacker,Congress,0.77,N,,-87.628076,41.886813,-87.627718,41.875639,20,40:29.0
1052,Washington,EB,Racine,Halsted,0.47,W,,-87.65666699,41.8829113,-87.64740477,41.88303156,-1,40:25.0
894,Lake Shore Dr,SE,Montrose,Irving Park,0.51,N,,-87.64644589,41.96200822,-87.64494887,41.95465873,46,40:20.0
933,Milwaukee,SE,Chicago,Kinzie,0.76,N,,-87.65556565,41.89623552,-87.64450038,41.88902226,22,40:24.0
260,87th,EB,Dan Ryan Expy,Dr Martin L King Jr,0.53,E,,-87.62544545,41.73613367,-87.61452949,41.73636582,21,40:14.0
172,55th,WB,Kedzie,Central Park,0.5,W,,-87.70355273,41.79365112,-87.71360451,41.79341497,26,40:02.0
1230,Halsted,NB,Belmont,Addison,0.5,N,,-87.649077,41.939979,-87.649296,41.947316,20,40:27.0
302,Irving Park,WB,Oak Park,Harlem,0.56,W,IDOT Signals Possible,-87.79627121,41.9528801,-87.80725968,41.95290009,29,40:13.0
690,Dr Martin L King Jr,NB,67th,63rd,0.5,S,,-87.61523373,41.77294678,-87.61545291,41.78018158,31,40:16.0
1243,Halsted,SB,63rd,67th,0.5,S,,-87.644977,41.779751,-87.644787,41.772472,27,40:28.0
310,Irving Park,WB,Central Park,Pulaski,0.5,W,,-87.71781198,41.95392366,-87.72761586,41.95378499,10,40:13.0
1270,Madison,WB,Wacker,Halsted,0.54,W,,-87.636891,41.882014,-87.647361,41.881876,19,40:20.0
1246,Halsted,SB,51st,55th,0.5,S,,-87.645536,41.801585,-87.64535,41.794301,-1,40:28.0
977,Pershing,WB,Dan Ryan Expy,Halsted,0.8,W,,-87.63050842,41.82391453,-87.64595204,41.82359009,32,40:27.0
173,55th,WB,California,Kedzie,0.5,W,,-87.69379657,41.79382802,-87.70355273,41.79365112,27,40:03.0
27,Pulaski,NB,79th,71st,1,S,,-87.72173116,41.74956953,-87.7223094,41.76409928,31,40:04.0
178,Garfield,WB,Halsted,Racine,0.5,W,,-87.64515889,41.79443906,-87.6548728,41.79430908,-1,40:03.0
177,Garfield,WB,Racine,Ashland,0.5,W,,-87.6548728,41.79430908,-87.66458039,41.79416157,15,40:03.0
628,Cicero,NB,Addison,Irving Park,0.5,N,,-87.74686922,41.94611901,-87.74711834,41.95341975,27,40:15.0
469,95th,WB,Dr Martin L King Jr,Michigan,0.33,E,,-87.61409116,41.72202171,-87.62053122,41.72191062,33,40:18.0
451,79th,WB,Damen,Western,0.49,W,,-87.67308244,41.75041755,-87.68275128,41.75018803,25,40:08.0
296,Irving Park,EB,Clark,Sheridan,0.39,W,,-87.6622514,41.9542409,-87.65454619,41.95435117,18,40:13.0
343,Western,NB,47th,43rd,0.5,S,Western Blvd Run Parallel on the East Side,-87.68424197,41.80842471,-87.68444497,41.81569489,27,40:08.0
456,95th,EB,Dr Martin L King Jr,Cottage Grove,0.49,E,,-87.61409422,41.7217473,-87.60450437,41.72195151,32,40:17.0
147,Ashland,SB,Archer,35th,0.5,S,,-87.66592509,41.83768492,-87.6657517,41.83050242,24,40:02.0
349,Western,NB,18th,Roosevelt,0.5,S,,-87.685797,41.857496,-87.68585486,41.86661151,21,40:08.0
176,Garfield,WB,Ashland,Damen,0.5,W,,-87.66458039,41.79416157,-87.67429916,41.79405352,32,40:03.0
641,Cicero,SB,Harrison,Roosevelt,0.5,S,,-87.74517457,41.87314015,-87.74494381,41.86590877,26,40:16.0
921,Michigan,SB,Randolph,Congress,0.25,S,,-87.62465,41.88447407,-87.624605,41.875777,18,40:20.0
799,Stony Island,NB,87th,83rd,0.5,S,,-87.58523857,41.73691345,-87.58540768,41.74421622,-1,40:22.0
49,Pulaski,NB,Armitage,Fullerton,0.5,N,,-87.72637526,41.91716519,-87.72665417,41.92448299,25,40:05.0
484,111th,WB,Monterey,Western,0.54,W,,-87.67057873,41.69206303,-87.68116534,41.69190916,-1,40:18.0
362,Western,NB,Addison,Irving Park,0.5,N,,-87.68807393,41.94672978,-87.68828243,41.95401171,25,40:08.0
457,95th,EB,Cottage Grove,Woodlawn,0.5,E,,-87.60450437,41.72195151,-87.59473455,41.72200254,15,40:17.0
1289,Chicago,EB,Halsted,LaSalle,0.77,W,,-87.647745,41.896297,-87.632709,41.896514,22,40:28.0
74,Pulaski,SB,43rd,47th,0.5,S,,-87.72411212,41.81519841,-87.72383678,41.80788654,27,40:05.0
1186,Sheridan,SB,Pratt,Devon,0.519240794,N,,-87.66110366,42.00554114,-87.66057285,41.99820972,18,40:29.0
770,Harlem,NB,Addison,Forest Preserve Ave,0.59,N,,-87.80682109,41.94526297,-87.80710558,41.95387908,20,40:21.0
1280,Columbus,NB,Randolph,Illinois,0.45,N,,-87.620542,41.884414,-87.620124,41.891002,17,40:28.0
829,Harlem,NB,Bryn Mawr,Peterson,0.5,N,,-87.80675542,41.98277677,-87.80669607,41.98997826,-1,40:23.0
786,Peterson,WB,Central Park,Pulaski,0.5,W,,-87.71886757,41.99039038,-87.7286541,41.99030557,29,40:22.0
957,Ohio,EB,Michigan,Fairbanks,0.2,E,Oneway,-87.62415795,41.89254301,-87.62027224,41.89259905,14,40:25.0
635,Cicero,SB,59th,63rd,0.41,S,,-87.74159263,41.78431897,-87.74248124,41.77841164,27,40:16.0
758,Grand,WB,Michigan,State,0.2,E,Oneway,-87.62414615,41.8917304,-87.62806696,41.8917151,19,40:21.0
363,Western,NB,Irving Park,Montrose,0.5,N,,-87.68828243,41.95401171,-87.68849917,41.96131182,25,40:08.0
129,Ashland,NB,Montrose,Lawrence,0.5,N,,-87.66907431,41.9615905,-87.66925524,41.96887592,21,40:01.0
861,Illinois,EB,LaSalle,State,0.23,W,Oneway,-87.63255882,41.89080254,-87.62803798,41.89086595,16,40:24.0
976,Pershing,WB,Halsted,Ashland,1,W,,-87.64595204,41.82359009,-87.66551,41.82327531,31,40:26.0
517,Archer,WB,Western,California,0.64,S,,-87.68489325,41.82615333,-87.69448283,41.82013776,29,40:20.0
139,Ashland,SB,63rd,67th,0.5,S,,-87.66440407,41.77946564,-87.66420442,41.77219308,27,40:01.0
1225,Halsted,NB,Division,North Ave,0.5,N,,-87.647904,41.903636,-87.648083,41.91092,20,40:27.0
375,Western,SB,79th,83rd,0.5,S,,-87.68303038,41.75010386,-87.68286242,41.74281675,-1,40:08.0
210,North,WB,Elston,Ashland,0.28,W,,-87.66215962,41.91084334,-87.66769019,41.91076749,15,40:04.0
793,Hollywood,EB,Ridge,Lake Shore Dr,0.45,W,part of Peterson,-87.66240651,41.98490569,-87.65352012,41.98525955,-1,40:22.0
570,Cicero,NB,47th,43rd,0.5,S,,-87.74295899,41.80762662,-87.74315163,41.81493002,-1,40:13.0
415,79th,WB,Kostner,Cicero,0.5,W,,-87.73160405,41.74947825,-87.74132653,41.74928475,31,40:06.0
1125,Cicero,NB,Pershing,31st,1.008068417,S,Outside City Limits,-87.74340541,41.82213967,-87.74356486,41.83674551,40,40:22.0
1277,Columbus,SB,Congress,Roosevelt,0.57,S,,-87.620688,41.875774,-87.620501,41.867512,28,40:15.0
336,Western,NB,Columbus Ave,71st,0.37,S,,-87.68291923,41.75923108,-87.68305942,41.76470118,27,40:08.0
218,Roosevelt,EB,Pulaski,Central Park,0.5,W,,-87.72517179,41.86603492,-87.71542211,41.8661526,21,40:11.0
765,Harlem,NB,North Ave,Armitage,0.51,N,,-87.8055691,41.90883753,-87.8058078,41.91616894,17,40:21.0
1058,Randolph,WB,Wacker,Halsted,0.53,W,,-87.63706854,41.8845987,-87.64743137,41.88443047,-1,40:25.0
72,Pulaski,SB,Archer,55th,0.62,S,,-87.72367443,41.80232036,-87.72340899,41.79320731,23,40:05.0
928,Milwaukee,NW,Division,North Ave,0.75,N,,-87.66627862,41.90334086,-87.67731564,41.91047553,-1,40:24.0
460,95th,EB,Jeffery,Torrence,0.8,E,,-87.57536812,41.72236788,-87.55987413,41.72256707,-1,40:18.0
773,Milwaukee,NW,Irving Park,Montrose,0.62,N,,-87.7471035,41.95341773,-87.75430536,41.96063245,18,40:15.0
123,Ashland,NB,Elston,Fullerton,0.45,N,,-87.66790927,41.9185457,-87.66796209,41.92515052,25,40:06.0
814,Stony Island,SB,67th,71st,0.5,S,,-87.58640104,41.77335223,-87.58628216,41.76608783,-1,40:23.0
1000,Touhy,EB,Crawford,Kedzie,1,W,outside city limits,-87.72859889,42.01159851,-87.70905674,42.01171965,-1,40:27.0
459,95th,EB,Stony Island,Jeffery,0.5,E,,-87.58510902,41.7222049,-87.57536812,41.72236788,-1,40:17.0
158,Ashland,SB,Fullerton,Elston,0.45,N,,-87.66832954,41.92515264,-87.66827668,41.91854783,25,40:02.0
471,95th,WB,Woodlawn,Cottage Grove,0.5,E,,-87.5947314,41.72227695,-87.60450127,41.72222592,37,40:18.0
1,55th,EB,Pulaski,Central Park,0.5,W,,-87.72316025,41.79306719,-87.71360715,41.79314055,22,40:04.0
706,Dr Martin L King Jr,SB,75th,79th,0.5,S,,-87.6152627,41.75840522,-87.61517737,41.7511213,-1,40:17.0
187,North,EB,Pulaski,Central Park,0.49,W,,-87.72633201,41.90974948,-87.716702,41.90985695,-1,40:03.0
313,Irving Park,WB,Western,California,0.5,W,,-87.68846485,41.95414994,-87.69823918,41.95411109,25,40:13.0
295,Irving Park,EB,Ashland,Clark,0.34,W,,-87.66905029,41.95415315,-87.6622514,41.9542409,20,40:13.0
926,Milwaukee,NW,Kinzie,Chicago,0.76,N,,-87.64413315,41.88902006,-87.65519839,41.89623335,-1,40:21.0
196,North,WB,Oak Park,Harlem,0.56,W,IDOT Signals Possible,-87.79480245,41.90917294,-87.80575799,41.90900332,28,40:03.0
28,Pulaski,NB,71st,67th,0.5,S,,-87.7221716,41.76409928,-87.72246177,41.77137298,26,40:04.0
1300,Jackson,EB,Halsted,Wacker,0.54,W,Oneway EB,-87.647241,41.877947,-87.636914,41.878077,14,40:29.0
3,55th,EB,Kedzie,California,0.5,W,,-87.70355542,41.7933767,-87.6937993,41.7935536,22,40:04.0
612,Lake Shore Dr,SE,Roosevelt,18th,0.67,S,,-87.61903825,41.86746738,-87.61678594,41.85796276,48,40:21.0
636,Cicero,SB,55th,59th,0.6,S,,-87.74216149,41.79303709,-87.74159263,41.78431897,31,40:16.0
564,Cicero,NB,72nd,67th,0.64,S,,-87.74159895,41.76189812,-87.74186637,41.77112543,34,40:13.0
225,Roosevelt,EB,Racine,Halsted,0.5,W,,-87.65668267,41.86685941,-87.64691982,41.8670169,22,40:11.0
607,Lake Shore Dr,SE,43rd,47th,0.53,S,,-87.59527575,41.81694916,-87.58898418,41.81094506,53,40:10.0
930,Milwaukee,NW,Armitage,Fullerton,0.79,N,,-87.6883646,41.91756851,-87.70022285,41.92478966,25,40:24.0
211,North,WB,Halsted,Elston,0.72,W,,-87.64827011,41.91105682,-87.66215962,41.91084334,19,40:11.0
153,Ashland,SB,Grand,Washington,0.53,N,,-87.66732626,41.89097846,-87.667055,41.88330004,-1,40:02.0
1235,Halsted,SB,95th,99th,0.5,S,,-87.643402,41.721458,-87.643194,41.714215,27,40:27.0
875,LaSalle,NB,North Ave,Clark,0.12,N,,-87.63296051,41.91115879,-87.632772,41.913031,-1,40:24.0
199,North,WB,Central,Austin,0.51,W,IDOT Signals Possible,-87.76572295,41.90951594,-87.77561431,41.90939984,18,40:03.0
240,Roosevelt,WB,Racine,Ashland,0.5,W,,-87.65667978,41.86713382,-87.66638213,41.86699869,19,40:11.0
325,North,EB,Laramie,Cicero,0.5,W,,-87.75579686,41.90936407,-87.74611571,41.90948858,21,40:14.0
478,111th,EB,Vincennes,Racine,0.41,W,,-87.663245,41.692025,-87.65213845,41.69210963,-1,40:18.0
1201,Halsted,NB,91st,87th,0.5,S,,-87.643226,41.728767,-87.643376,41.736073,-1,40:21.0
721,Elston,NW,North Ave,Ashland,0.62,N,,-87.66202118,41.91075153,-87.66795526,41.91862248,-1,40:17.0
473,95th,WB,Jeffery,Stony Island,0.5,E,,-87.57536489,41.72264229,-87.58510584,41.72247931,-1,40:18.0
971,Pershing,EB,State,Dr Martin L King Jr,0.54,E,,-87.62644842,41.82381853,-87.61699842,41.82387853,-1,40:25.0
684,Dr Martin L King Jr,NB,91st,87th,0.5,S,,-87.61418965,41.7291901,-87.61430791,41.73649924,27,40:16.0
1051,Washington,EB,Ogden,Racine,0.41,W,,-87.6646726,41.88268998,-87.65666699,41.8829113,-1,40:22.0
604,Lake Shore Dr,SW,55th,57th,0.2,S,,-87.57937497,41.79522045,-87.58048456,41.79241903,29,40:10.0
565,Cicero,NB,67th,63rd,0.5,S,,-87.74186637,41.77112543,-87.74211462,41.77840974,33,40:13.0
917,Michigan,SB,Roosevelt,16th,0.23,S,,-87.62442868,41.86745208,-87.62423822,41.860205,21,40:20.0
427,95th,EB,Racine,Halsted,0.5,W,,-87.65294524,41.7211522,-87.64322476,41.72132107,23,40:07.0
121,Ashland,NB,Milwaukee,North Ave,0.45,N,,-87.66732946,41.90401613,-87.66750794,41.91062922,20,40:06.0
324,North,EB,Central,Laramie,0.51,W,,-87.76572538,41.90924152,-87.75579686,41.90936407,21,40:14.0
1206,Halsted,NB,71st,67th,0.5,S,,-87.644221,41.765201,-87.644407,41.772472,-1,40:21.0
1250,Halsted,SB,35th,Pershing,0.5,S,,-87.646295,41.83075,-87.646116,41.823458,21,40:28.0
